Year,Month,Extent,hemisphere
1978,10,10.231,north
1978,10,10.42,north
1978,10,10.557,north
1978,11,10.67,north
1978,11,10.777000000000001,north
1978,11,10.968,north
1978,11,11.08,north
1978,11,11.189,north
1978,11,11.314,north
1978,11,11.46,north
1978,11,11.539000000000001,north
1978,11,11.696,north
1978,11,11.87,north
1978,11,12.052999999999999,north
1978,11,12.274000000000001,north
1978,11,12.440999999999999,north
1978,11,12.662,north
1978,11,12.684000000000001,north
1978,12,12.725,north
1978,12,12.66,north
1978,12,12.785,north
1978,12,13.050999999999998,north
1978,12,13.142999999999999,north
1978,12,13.437000000000001,north
1978,12,13.603,north
1978,12,13.649000000000001,north
1978,12,13.807,north
1978,12,13.892000000000001,north
1978,12,13.995999999999999,north
1978,12,14.189,north
1978,12,14.267999999999999,north
1978,12,14.383,north
1978,12,14.5,north
1978,12,14.585,north
1979,1,14.997,north
1979,1,14.922,north
1979,1,14.929,north
1979,1,14.968,north
1979,1,15.19,north
1979,1,15.327,north
1979,1,15.352,north
1979,1,15.5,north
1979,1,15.517000000000001,north
1979,1,15.709000000000001,north
1979,1,15.679,north
1979,1,15.745,north
1979,1,15.686,north
1979,1,15.777000000000001,north
1979,1,15.912,north
1979,2,15.857000000000001,north
1979,2,15.839,north
1979,2,15.831,north
1979,2,15.800999999999998,north
1979,2,15.99,north
1979,2,16.099,north
1979,2,16.289,north
1979,2,16.323,north
1979,2,16.343,north
1979,2,16.291,north
1979,2,16.26,north
1979,2,16.401,north
1979,2,16.579,north
1979,2,16.551,north
1979,3,16.635,north
1979,3,16.457,north
1979,3,16.567999999999998,north
1979,3,16.547,north
1979,3,16.535999999999998,north
1979,3,16.512999999999998,north
1979,3,16.414,north
1979,3,16.31,north
1979,3,16.467,north
1979,3,16.505,north
1979,3,16.349,north
1979,3,16.279,north
1979,3,16.264,north
1979,3,16.06,north
1979,3,15.763,north
1979,3,15.804,north
1979,4,15.66,north
1979,4,15.640999999999998,north
1979,4,15.695,north
1979,4,15.794,north
1979,4,15.761,north
1979,4,15.655,north
1979,4,15.5,north
1979,4,15.454,north
1979,4,15.51,north
1979,4,15.343,north
1979,4,15.255,north
1979,4,15.224,north
1979,4,15.140999999999998,north
1979,4,15.107999999999999,north
1979,4,14.960999999999999,north
1979,5,14.626,north
1979,5,14.498,north
1979,5,14.45,north
1979,5,14.325,north
1979,5,14.149000000000001,north
1979,5,14.012,north
1979,5,13.835999999999999,north
1979,5,13.862,north
1979,5,13.690999999999999,north
1979,5,13.56,north
1979,5,13.529000000000002,north
1979,5,13.364,north
1979,5,13.399000000000001,north
1979,5,13.292,north
1979,5,13.26,north
1979,6,13.075999999999999,north
1979,6,12.977,north
1979,6,12.832,north
1979,6,12.790999999999999,north
1979,6,12.854000000000001,north
1979,6,12.732999999999999,north
1979,6,12.673,north
1979,6,12.548,north
1979,6,12.517000000000001,north
1979,6,12.415,north
1979,6,12.373,north
1979,6,12.243,north
1979,6,12.112,north
1979,6,11.977,north
1979,6,11.829,north
1979,7,11.562000000000001,north
1979,7,11.363,north
1979,7,11.255,north
1979,7,10.936,north
1979,7,10.793,north
1979,7,10.662,north
1979,7,10.503,north
1979,7,10.401,north
1979,7,10.255999999999998,north
1979,7,9.927,north
1979,7,9.919,north
1979,7,9.668,north
1979,7,9.613999999999999,north
1979,7,9.556000000000001,north
1979,7,9.342,north
1979,7,9.222999999999999,north
1979,8,9.0,north
1979,8,8.859,north
1979,8,8.744,north
1979,8,8.61,north
1979,8,8.328,north
1979,8,8.283999999999999,north
1979,8,8.138,north
1979,8,7.971,north
1979,8,7.811,north
1979,8,7.659,north
1979,8,7.566,north
1979,8,7.577000000000001,north
1979,8,7.421,north
1979,8,7.364,north
1979,8,7.284,north
1979,9,7.228,north
1979,9,7.147,north
1979,9,7.037000000000001,north
1979,9,7.075,north
1979,9,7.0920000000000005,north
1979,9,6.981,north
1979,9,7.002999999999999,north
1979,9,7.007000000000001,north
1979,9,7.001,north
1979,9,6.91,north
1979,9,6.895,north
1979,9,7.0329999999999995,north
1979,9,7.058,north
1979,9,7.127000000000001,north
1979,9,7.172999999999999,north
1979,10,7.404,north
1979,10,7.534,north
1979,10,7.813,north
1979,10,7.877999999999999,north
1979,10,8.115,north
1979,10,8.136000000000001,north
1979,10,8.338,north
1979,10,8.57,north
1979,10,8.937999999999999,north
1979,10,9.19,north
1979,10,9.295,north
1979,10,9.466000000000001,north
1979,10,9.7,north
1979,10,9.869,north
1979,10,9.797,north
1979,10,9.924,north
1979,11,10.144,north
1979,11,10.158999999999999,north
1979,11,10.267000000000001,north
1979,11,10.27,north
1979,11,10.497,north
1979,11,10.61,north
1979,11,10.8,north
1979,11,10.92,north
1979,11,11.01,north
1979,11,11.157,north
1979,11,11.352,north
1979,11,11.419,north
1979,11,11.581,north
1979,11,11.884,north
1979,11,12.075999999999999,north
1979,12,12.39,north
1979,12,12.462,north
1979,12,12.780999999999999,north
1979,12,12.991,north
1979,12,13.100999999999999,north
1979,12,13.292,north
1979,12,13.267999999999999,north
1979,12,13.322000000000001,north
1979,12,13.377,north
1979,12,13.540999999999999,north
1979,12,13.619000000000002,north
1979,12,13.773,north
1979,12,13.934000000000001,north
1979,12,14.100999999999999,north
1979,12,14.092,north
1980,1,14.2,north
1980,1,14.302,north
1980,1,14.414000000000001,north
1980,1,14.517999999999999,north
1980,1,14.594000000000001,north
1980,1,14.665,north
1980,1,14.770999999999999,north
1980,1,14.831,north
1980,1,14.957,north
1980,1,15.12,north
1980,1,15.140999999999998,north
1980,1,15.195,north
1980,1,15.209000000000001,north
1980,1,15.124,north
1980,1,15.258,north
1980,1,15.491,north
1980,2,15.401,north
1980,2,15.639000000000001,north
1980,2,15.76,north
1980,2,15.888,north
1980,2,15.895,north
1980,2,15.97,north
1980,2,16.017,north
1980,2,16.095,north
1980,2,16.095,north
1980,2,16.17,north
1980,2,16.066,north
1980,2,16.087,north
1980,2,16.069000000000003,north
1980,2,16.22,north
1980,3,16.157,north
1980,3,16.248,north
1980,3,16.302,north
1980,3,16.289,north
1980,3,16.168,north
1980,3,16.04,north
1980,3,15.966,north
1980,3,15.994000000000002,north
1980,3,15.988,north
1980,3,16.005,north
1980,3,15.946,north
1980,3,15.945,north
1980,3,15.923,north
1980,3,15.985999999999999,north
1980,3,15.890999999999998,north
1980,3,15.812999999999999,north
1980,4,15.681,north
1980,4,15.664000000000001,north
1980,4,15.707,north
1980,4,15.652999999999999,north
1980,4,15.644,north
1980,4,15.652000000000001,north
1980,4,15.523,north
1980,4,15.509,north
1980,4,15.39,north
1980,4,15.376,north
1980,4,15.405999999999999,north
1980,4,15.259,north
1980,4,15.117,north
1980,4,14.995999999999999,north
1980,4,14.859000000000002,north
1980,5,14.718,north
1980,5,14.549000000000001,north
1980,5,14.412,north
1980,5,14.32,north
1980,5,14.186,north
1980,5,14.011,north
1980,5,13.843,north
1980,5,13.757,north
1980,5,13.672,north
1980,5,13.530999999999999,north
1980,5,13.405,north
1980,5,13.34,north
1980,5,13.206,north
1980,5,13.023,north
1980,5,12.915999999999999,north
1980,6,12.765999999999998,north
1980,6,12.706,north
1980,6,12.614,north
1980,6,12.61,north
1980,6,12.585999999999999,north
1980,6,12.468,north
1980,6,12.277999999999999,north
1980,6,12.269,north
1980,6,12.13,north
1980,6,12.043,north
1980,6,12.007,north
1980,6,11.842,north
1980,6,11.699000000000002,north
1980,6,11.585,north
1980,6,11.466,north
1980,7,11.283,north
1980,7,11.075,north
1980,7,10.982999999999999,north
1980,7,10.852,north
1980,7,10.7,north
1980,7,10.575,north
1980,7,10.307,north
1980,7,10.203,north
1980,7,9.946,north
1980,7,9.847000000000001,north
1980,7,9.779,north
1980,7,9.594,north
1980,7,9.357999999999999,north
1980,7,9.166,north
1980,7,9.065,north
1980,7,8.868,north
1980,8,8.76,north
1980,8,8.611,north
1980,8,8.548,north
1980,8,8.347999999999999,north
1980,8,8.202,north
1980,8,8.041,north
1980,8,7.82,north
1980,8,7.765,north
1980,8,7.761,north
1980,8,7.7170000000000005,north
1980,8,7.757999999999999,north
1980,8,7.577999999999999,north
1980,8,7.667000000000001,north
1980,8,7.587999999999999,north
1980,8,7.6,north
1980,9,7.544,north
1980,9,7.555,north
1980,9,7.5329999999999995,north
1980,9,7.574,north
1980,9,7.56,north
1980,9,7.557,north
1980,9,7.542999999999999,north
1980,9,7.602,north
1980,9,7.58,north
1980,9,7.651,north
1980,9,7.686,north
1980,9,7.782,north
1980,9,7.854,north
1980,9,7.966,north
1980,9,8.019,north
1980,10,8.222999999999999,north
1980,10,8.213,north
1980,10,8.485,north
1980,10,8.532,north
1980,10,8.809,north
1980,10,8.975,north
1980,10,9.161,north
1980,10,9.218,north
1980,10,9.272,north
1980,10,9.389,north
1980,10,9.468,north
1980,10,9.586,north
1980,10,9.642999999999999,north
1980,10,9.841000000000001,north
1980,10,9.911,north
1980,10,10.198,north
1980,11,10.42,north
1980,11,10.523,north
1980,11,10.652000000000001,north
1980,11,10.789000000000001,north
1980,11,10.88,north
1980,11,10.975999999999999,north
1980,11,11.087,north
1980,11,11.217,north
1980,11,11.337,north
1980,11,11.628,north
1980,11,11.78,north
1980,11,12.095999999999998,north
1980,11,12.255999999999998,north
1980,11,12.475999999999999,north
1980,11,12.626,north
1980,12,12.642999999999999,north
1980,12,13.032,north
1980,12,13.122,north
1980,12,13.298,north
1980,12,13.334000000000001,north
1980,12,13.569,north
1980,12,13.685,north
1980,12,13.91,north
1980,12,13.762,north
1980,12,13.697000000000001,north
1980,12,13.779000000000002,north
1980,12,13.798,north
1980,12,14.0,north
1980,12,14.172,north
1980,12,14.093,north
1981,1,14.255999999999998,north
1981,1,14.456,north
1981,1,14.435,north
1981,1,14.689,north
1981,1,14.619000000000002,north
1981,1,14.69,north
1981,1,14.649000000000001,north
1981,1,14.748,north
1981,1,14.998,north
1981,1,15.065999999999999,north
1981,1,15.055,north
1981,1,15.17,north
1981,1,15.244000000000002,north
1981,1,15.35,north
1981,1,15.503,north
1981,1,15.627,north
1981,2,15.645999999999999,north
1981,2,15.663,north
1981,2,15.629000000000001,north
1981,2,15.540999999999999,north
1981,2,15.44,north
1981,2,15.474,north
1981,2,15.482000000000001,north
1981,2,15.575,north
1981,2,15.592,north
1981,2,15.731,north
1981,2,15.654000000000002,north
1981,2,15.706,north
1981,2,15.667,north
1981,2,15.657,north
1981,3,15.628,north
1981,3,15.725999999999999,north
1981,3,15.645999999999999,north
1981,3,15.644,north
1981,3,15.732999999999999,north
1981,3,15.657,north
1981,3,15.800999999999998,north
1981,3,15.770999999999999,north
1981,3,15.527999999999999,north
1981,3,15.620999999999999,north
1981,3,15.535,north
1981,3,15.559000000000001,north
1981,3,15.626,north
1981,3,15.517000000000001,north
1981,3,15.481,north
1981,4,15.44,north
1981,4,15.220999999999998,north
1981,4,15.224,north
1981,4,15.242,north
1981,4,15.202,north
1981,4,15.135,north
1981,4,15.11,north
1981,4,15.085999999999999,north
1981,4,14.982999999999999,north
1981,4,14.95,north
1981,4,14.92,north
1981,4,14.844000000000001,north
1981,4,14.714,north
1981,4,14.564,north
1981,4,14.514000000000001,north
1981,5,14.272,north
1981,5,14.285,north
1981,5,14.249,north
1981,5,14.077,north
1981,5,14.083,north
1981,5,14.072000000000001,north
1981,5,14.025,north
1981,5,13.927999999999999,north
1981,5,13.843,north
1981,5,13.752,north
1981,5,13.568,north
1981,5,13.464,north
1981,5,13.378,north
1981,5,13.333,north
1981,5,13.275,north
1981,5,13.222000000000001,north
1981,6,13.059000000000001,north
1981,6,13.002,north
1981,6,12.954,north
1981,6,12.863,north
1981,6,12.720999999999998,north
1981,6,12.652000000000001,north
1981,6,12.487,north
1981,6,12.465,north
1981,6,12.364,north
1981,6,12.216,north
1981,6,12.064,north
1981,6,12.003,north
1981,6,12.013,north
1981,6,11.796,north
1981,6,11.787,north
1981,7,11.427999999999999,north
1981,7,11.33,north
1981,7,11.181,north
1981,7,11.022,north
1981,7,10.894,north
1981,7,10.690999999999999,north
1981,7,10.642999999999999,north
1981,7,10.354000000000001,north
1981,7,10.127,north
1981,7,9.826,north
1981,7,9.788,north
1981,7,9.538,north
1981,7,9.22,north
1981,7,9.106,north
1981,7,8.917,north
1981,8,8.732999999999999,north
1981,8,8.587,north
1981,8,8.326,north
1981,8,8.176,north
1981,8,8.0,north
1981,8,7.917000000000001,north
1981,8,7.882999999999999,north
1981,8,7.803999999999999,north
1981,8,7.724,north
1981,8,7.667000000000001,north
1981,8,7.593,north
1981,8,7.53,north
1981,8,7.495,north
1981,8,7.4079999999999995,north
1981,8,7.296,north
1981,8,7.37,north
1981,9,7.202999999999999,north
1981,9,7.162000000000001,north
1981,9,6.992000000000001,north
1981,9,7.046,north
1981,9,6.902,north
1981,9,6.904,north
1981,9,6.952000000000001,north
1981,9,6.9510000000000005,north
1981,9,7.002000000000001,north
1981,9,7.053,north
1981,9,7.231,north
1981,9,7.261,north
1981,9,7.303,north
1981,9,7.489,north
1981,9,7.626,north
1981,10,7.987,north
1981,10,8.087,north
1981,10,8.151,north
1981,10,8.354,north
1981,10,8.416,north
1981,10,8.63,north
1981,10,8.904,north
1981,10,9.037,north
1981,10,9.062000000000001,north
1981,10,9.134,north
1981,10,9.096,north
1981,10,9.232999999999999,north
1981,10,9.425,north
1981,10,9.609,north
1981,10,9.719,north
1981,11,9.905,north
1981,11,9.929,north
1981,11,10.337,north
1981,11,10.517999999999999,north
1981,11,10.51,north
1981,11,10.630999999999998,north
1981,11,10.908,north
1981,11,10.965,north
1981,11,11.197000000000001,north
1981,11,11.177,north
1981,11,11.273,north
1981,11,11.417,north
1981,11,11.610999999999999,north
1981,11,11.675,north
1981,11,11.882,north
1981,12,11.99,north
1981,12,12.335999999999999,north
1981,12,12.507,north
1981,12,12.698,north
1981,12,12.815999999999999,north
1981,12,12.948,north
1981,12,13.217,north
1981,12,13.418,north
1981,12,13.635,north
1981,12,13.802,north
1981,12,13.892999999999999,north
1981,12,13.877,north
1981,12,14.015999999999998,north
1981,12,13.953,north
1981,12,14.128,north
1981,12,14.224,north
1982,1,14.479000000000001,north
1982,1,14.642000000000001,north
1982,1,14.88,north
1982,1,14.993,north
1982,1,15.052,north
1982,1,15.140999999999998,north
1982,1,15.138,north
1982,1,15.22,north
1982,1,15.227,north
1982,1,15.208,north
1982,1,15.283,north
1982,1,15.390999999999998,north
1982,1,15.547,north
1982,1,15.695,north
1982,1,15.755,north
1982,2,15.835999999999999,north
1982,2,15.841,north
1982,2,15.85,north
1982,2,15.797,north
1982,2,15.829,north
1982,2,15.748,north
1982,2,15.854000000000001,north
1982,2,15.857000000000001,north
1982,2,16.058,north
1982,2,16.087,north
1982,2,16.094,north
1982,2,16.143,north
1982,2,16.31,north
1982,2,16.325,north
1982,3,16.234,north
1982,3,16.293,north
1982,3,16.315,north
1982,3,16.309,north
1982,3,16.123,north
1982,3,16.099,north
1982,3,16.005,north
1982,3,15.955,north
1982,3,15.905,north
1982,3,15.937999999999999,north
1982,3,15.911,north
1982,3,15.898,north
1982,3,15.929,north
1982,3,15.875,north
1982,3,15.931,north
1982,3,15.982000000000001,north
1982,4,15.945,north
1982,4,15.943,north
1982,4,15.859000000000002,north
1982,4,15.581,north
1982,4,15.577,north
1982,4,15.491,north
1982,4,15.627,north
1982,4,15.527999999999999,north
1982,4,15.448,north
1982,4,15.387,north
1982,4,15.276,north
1982,4,15.135,north
1982,4,15.105,north
1982,4,15.091,north
1982,4,14.997,north
1982,5,14.786,north
1982,5,14.679,north
1982,5,14.511,north
1982,5,14.319,north
1982,5,14.222000000000001,north
1982,5,14.137,north
1982,5,14.083,north
1982,5,14.003,north
1982,5,13.853,north
1982,5,13.652999999999999,north
1982,5,13.575999999999999,north
1982,5,13.583,north
1982,5,13.543,north
1982,5,13.38,north
1982,5,13.27,north
1982,6,13.091,north
1982,6,12.99,north
1982,6,12.874,north
1982,6,12.834000000000001,north
1982,6,12.75,north
1982,6,12.709000000000001,north
1982,6,12.677999999999999,north
1982,6,12.652000000000001,north
1982,6,12.475999999999999,north
1982,6,12.317,north
1982,6,12.145,north
1982,6,12.079,north
1982,6,11.918,north
1982,6,11.868,north
1982,6,11.76,north
1982,7,11.425,north
1982,7,11.442,north
1982,7,11.344000000000001,north
1982,7,11.165,north
1982,7,11.043,north
1982,7,10.815999999999999,north
1982,7,10.664000000000001,north
1982,7,10.436,north
1982,7,10.264000000000001,north
1982,7,10.179,north
1982,7,10.022,north
1982,7,9.782,north
1982,7,9.638,north
1982,7,9.417,north
1982,7,9.22,north
1982,7,9.016,north
1982,8,8.939,north
1982,8,8.746,north
1982,8,8.672,north
1982,8,8.45,north
1982,8,8.437000000000001,north
1982,8,8.366,north
1982,8,8.152000000000001,north
1982,8,8.008,north
1982,8,8.027000000000001,north
1982,8,7.915,north
1982,8,7.79,north
1982,8,7.7589999999999995,north
1982,8,7.7,north
1982,8,7.582000000000001,north
1982,8,7.55,north
1982,9,7.404,north
1982,9,7.247999999999999,north
1982,9,7.233,north
1982,9,7.182,north
1982,9,7.18,north
1982,9,7.172999999999999,north
1982,9,7.16,north
1982,9,7.196000000000001,north
1982,9,7.197,north
1982,9,7.224,north
1982,9,7.329,north
1982,9,7.422000000000001,north
1982,9,7.417000000000001,north
1982,9,7.495,north
1982,9,7.666,north
1982,10,7.768,north
1982,10,8.016,north
1982,10,8.184,north
1982,10,8.331,north
1982,10,8.875,north
1982,10,9.179,north
1982,10,9.429,north
1982,10,9.607999999999999,north
1982,10,9.797,north
1982,10,9.836,north
1982,10,9.847000000000001,north
1982,10,10.067,north
1982,10,10.198,north
1982,10,10.423,north
1982,10,10.564,north
1982,10,10.615,north
1982,11,10.817,north
1982,11,10.892999999999999,north
1982,11,11.130999999999998,north
1982,11,11.03,north
1982,11,11.203,north
1982,11,11.347999999999999,north
1982,11,11.573,north
1982,11,11.792,north
1982,11,11.774000000000001,north
1982,11,11.698,north
1982,11,11.854000000000001,north
1982,11,11.929,north
1982,11,12.192,north
1982,11,12.482999999999999,north
1982,11,12.695,north
1982,12,12.822000000000001,north
1982,12,12.866,north
1982,12,12.963,north
1982,12,13.222999999999999,north
1982,12,13.350999999999999,north
1982,12,13.503,north
1982,12,13.606,north
1982,12,13.84,north
1982,12,13.895,north
1982,12,14.015999999999998,north
1982,12,13.963,north
1982,12,14.093,north
1982,12,14.183,north
1982,12,14.144,north
1982,12,14.159,north
1983,1,14.253,north
1983,1,14.306,north
1983,1,14.494000000000002,north
1983,1,14.467,north
1983,1,14.615,north
1983,1,14.648,north
1983,1,14.622,north
1983,1,14.915999999999999,north
1983,1,15.014000000000001,north
1983,1,15.052,north
1983,1,15.314,north
1983,1,15.395999999999999,north
1983,1,15.347000000000001,north
1983,1,15.401,north
1983,1,15.554,north
1983,1,15.68,north
1983,2,15.737,north
1983,2,15.719000000000001,north
1983,2,15.695,north
1983,2,15.822000000000001,north
1983,2,15.790999999999999,north
1983,2,15.999,north
1983,2,16.055999999999997,north
1983,2,15.970999999999998,north
1983,2,16.055999999999997,north
1983,2,16.167,north
1983,2,16.238,north
1983,2,16.28,north
1983,2,16.352,north
1983,2,16.203,north
1983,3,16.049,north
1983,3,15.958,north
1983,3,15.970999999999998,north
1983,3,16.101,north
1983,3,16.172,north
1983,3,16.349,north
1983,3,16.412,north
1983,3,16.214000000000002,north
1983,3,16.069000000000003,north
1983,3,16.212,north
1983,3,16.057000000000002,north
1983,3,15.975999999999999,north
1983,3,15.964,north
1983,3,15.925999999999998,north
1983,3,15.849,north
1983,4,15.886,north
1983,4,15.914000000000001,north
1983,4,15.734000000000002,north
1983,4,15.706,north
1983,4,15.527999999999999,north
1983,4,15.574000000000002,north
1983,4,15.317,north
1983,4,15.145,north
1983,4,15.062999999999999,north
1983,4,14.839,north
1983,4,14.819,north
1983,4,14.695,north
1983,4,14.552999999999999,north
1983,4,14.442,north
1983,4,14.366,north
1983,5,14.045,north
1983,5,13.929,north
1983,5,13.935,north
1983,5,13.787,north
1983,5,13.703,north
1983,5,13.64,north
1983,5,13.587,north
1983,5,13.502,north
1983,5,13.433,north
1983,5,13.319,north
1983,5,13.312999999999999,north
1983,5,13.27,north
1983,5,13.209000000000001,north
1983,5,13.132,north
1983,5,13.052,north
1983,5,13.005,north
1983,6,12.837,north
1983,6,12.764000000000001,north
1983,6,12.69,north
1983,6,12.59,north
1983,6,12.54,north
1983,6,12.412,north
1983,6,12.311,north
1983,6,12.276,north
1983,6,12.145999999999999,north
1983,6,12.16,north
1983,6,12.110999999999999,north
1983,6,11.965,north
1983,6,11.989,north
1983,6,11.895999999999999,north
1983,6,11.748,north
1983,7,11.515,north
1983,7,11.398,north
1983,7,11.261,north
1983,7,11.232999999999999,north
1983,7,11.107999999999999,north
1983,7,11.088,north
1983,7,10.913,north
1983,7,10.767000000000001,north
1983,7,10.491,north
1983,7,10.214,north
1983,7,10.076,north
1983,7,9.911,north
1983,7,9.655,north
1983,7,9.56,north
1983,7,9.363999999999999,north
1983,8,9.224,north
1983,8,9.046,north
1983,8,8.935,north
1983,8,8.731,north
1983,8,8.638,north
1983,8,8.46,north
1983,8,8.32,north
1983,8,8.073,north
1983,8,7.9479999999999995,north
1983,8,7.899,north
1983,8,7.903,north
1983,8,7.777,north
1983,8,7.638999999999999,north
1983,8,7.534,north
1983,8,7.445,north
1983,8,7.402,north
1983,9,7.321000000000001,north
1983,9,7.314,north
1983,9,7.242999999999999,north
1983,9,7.204,north
1983,9,7.2379999999999995,north
1983,9,7.305,north
1983,9,7.246,north
1983,9,7.261,north
1983,9,7.322,north
1983,9,7.499,north
1983,9,7.412000000000001,north
1983,9,7.425,north
1983,9,7.519,north
1983,9,7.731,north
1983,9,7.879,north
1983,10,8.142999999999999,north
1983,10,8.38,north
1983,10,8.638,north
1983,10,8.774,north
1983,10,8.943,north
1983,10,9.123,north
1983,10,9.205,north
1983,10,9.453,north
1983,10,9.585,north
1983,10,9.673,north
1983,10,9.878,north
1983,10,10.085,north
1983,10,9.558,north
1983,10,10.259,north
1983,10,10.314,north
1983,11,10.549000000000001,north
1983,11,10.737,north
1983,11,10.883,north
1983,11,10.84,north
1983,11,10.956,north
1983,11,11.172,north
1983,11,11.322000000000001,north
1983,11,11.472999999999999,north
1983,11,11.635,north
1983,11,11.802,north
1983,11,11.9,north
1983,11,11.934000000000001,north
1983,11,12.167,north
1983,11,12.208,north
1983,11,12.337,north
1983,12,12.769,north
1983,12,12.664000000000001,north
1983,12,12.877,north
1983,12,13.042,north
1983,12,13.043,north
1983,12,13.192,north
1983,12,13.344000000000001,north
1983,12,13.366,north
1983,12,13.325,north
1983,12,13.322000000000001,north
1983,12,13.325999999999999,north
1983,12,13.539000000000001,north
1983,12,13.54,north
1983,12,13.664000000000001,north
1983,12,13.855,north
1983,12,13.907,north
1984,1,14.103,north
1984,1,14.237,north
1984,1,14.262,north
1984,1,14.302999999999999,north
1984,1,14.387,north
1984,1,14.37,north
1984,1,14.388,north
1984,1,14.411,north
1984,1,14.302,north
1984,1,14.505,north
1984,1,14.626,north
1984,1,14.703,north
1984,1,14.788,north
1984,1,14.821,north
1984,1,14.892999999999999,north
1984,2,15.026,north
1984,2,15.107000000000001,north
1984,2,15.107000000000001,north
1984,2,15.08,north
1984,2,14.988,north
1984,2,15.181,north
1984,2,15.177999999999999,north
1984,2,15.335,north
1984,2,15.427,north
1984,2,15.47,north
1984,2,15.456,north
1984,2,15.467,north
1984,2,15.534,north
1984,2,15.561,north
1984,2,15.567,north
1984,3,15.431,north
1984,3,15.482999999999999,north
1984,3,15.554,north
1984,3,15.57,north
1984,3,15.587,north
1984,3,15.58,north
1984,3,15.675999999999998,north
1984,3,15.764000000000001,north
1984,3,15.809000000000001,north
1984,3,15.78,north
1984,3,15.614,north
1984,3,15.479000000000001,north
1984,3,15.485999999999999,north
1984,3,15.504000000000001,north
1984,3,15.446,north
1984,4,15.389000000000001,north
1984,4,15.335,north
1984,4,15.267999999999999,north
1984,4,15.16,north
1984,4,15.321,north
1984,4,15.287,north
1984,4,15.107000000000001,north
1984,4,15.085,north
1984,4,15.037,north
1984,4,14.972999999999999,north
1984,4,14.897,north
1984,4,14.699000000000002,north
1984,4,14.677999999999999,north
1984,4,14.607999999999999,north
1984,4,14.373,north
1984,5,14.194,north
1984,5,14.009,north
1984,5,13.975999999999999,north
1984,5,13.907,north
1984,5,13.815999999999999,north
1984,5,13.724,north
1984,5,13.764000000000001,north
1984,5,13.620999999999999,north
1984,5,13.450999999999999,north
1984,5,13.487,north
1984,5,13.367,north
1984,5,13.401,north
1984,5,13.289000000000001,north
1984,5,13.192,north
1984,5,13.035,north
1984,5,12.994000000000002,north
1984,6,12.828,north
1984,6,12.644,north
1984,6,12.526,north
1984,6,12.439,north
1984,6,12.354000000000001,north
1984,6,12.294,north
1984,6,12.254000000000001,north
1984,6,12.192,north
1984,6,12.079,north
1984,6,12.017999999999999,north
1984,6,11.966,north
1984,6,11.877,north
1984,6,11.783,north
1984,6,11.582,north
1984,6,11.439,north
1984,7,11.202,north
1984,7,10.989,north
1984,7,10.807,north
1984,7,10.699000000000002,north
1984,7,10.477,north
1984,7,10.183,north
1984,7,10.117,north
1984,7,9.929,north
1984,7,9.711,north
1984,7,9.629,north
1984,7,9.472000000000001,north
1984,7,9.368,north
1984,7,9.298,north
1984,7,8.875,north
1984,7,8.907,north
1984,8,8.745,north
1984,8,8.496,north
1984,8,8.302999999999999,north
1984,8,8.189,north
1984,8,8.027000000000001,north
1984,8,8.002,north
1984,8,7.917999999999999,north
1984,8,7.816,north
1984,8,7.6979999999999995,north
1984,8,7.547999999999999,north
1984,8,7.461,north
1984,8,7.401,north
1984,8,7.346,north
1984,8,7.272,north
1984,8,7.057,north
1984,8,7.058,north
1984,9,6.827999999999999,north
1984,9,6.697,north
1984,9,6.528,north
1984,9,6.5089999999999995,north
1984,9,6.501,north
1984,9,6.422000000000001,north
1984,9,6.461,north
1984,9,6.396,north
1984,9,6.513999999999999,north
1984,9,6.728,north
1984,9,6.974,north
1984,9,7.178,north
1984,9,7.337999999999999,north
1984,9,7.455,north
1984,9,7.5489999999999995,north
1984,10,7.745,north
1984,10,7.947,north
1984,10,8.057,north
1984,10,8.227,north
1984,10,8.187999999999999,north
1984,10,8.26,north
1984,10,8.334,north
1984,10,8.354,north
1984,10,8.513,north
1984,10,8.638,north
1984,10,8.933,north
1984,10,9.116,north
1984,10,9.266,north
1984,10,9.398,north
1984,10,9.433,north
1984,11,9.565,north
1984,11,9.818999999999999,north
1984,11,9.969,north
1984,11,10.081,north
1984,11,10.224,north
1984,11,10.558,north
1984,11,10.578,north
1984,11,10.795,north
1984,11,11.072000000000001,north
1984,11,11.219000000000001,north
1984,11,11.517999999999999,north
1984,11,11.640999999999998,north
1984,11,11.812000000000001,north
1984,11,11.902999999999999,north
1984,11,11.869000000000002,north
1984,12,11.968,north
1984,12,12.263,north
1984,12,12.397,north
1984,12,12.712,north
1984,12,12.738,north
1984,12,12.837,north
1984,12,13.017999999999999,north
1984,12,13.124,north
1984,12,13.025,north
1984,12,13.24,north
1984,12,13.202,north
1984,12,13.307,north
1984,12,13.323,north
1984,12,13.394,north
1984,12,13.494000000000002,north
1984,12,13.789000000000001,north
1985,1,14.045,north
1985,1,14.24,north
1985,1,14.405999999999999,north
1985,1,14.432,north
1985,1,14.455,north
1985,1,14.584000000000001,north
1985,1,14.568,north
1985,1,14.71,north
1985,1,14.88,north
1985,1,14.905999999999999,north
1985,1,14.945,north
1985,1,15.036,north
1985,1,15.186,north
1985,1,15.312999999999999,north
1985,1,15.167,north
1985,2,15.252,north
1985,2,15.298,north
1985,2,15.445,north
1985,2,15.440999999999999,north
1985,2,15.549000000000001,north
1985,2,15.447000000000001,north
1985,2,15.448,north
