Year,AvgTemp
1879,14.203
1879,13.318
1880,13.129
1880,13.407
1880,14.273
1880,15.008
1880,15.85
1880,16.400000000000002
1880,16.687
1880,16.695
1880,15.918
1880,15.024000000000001
1880,14.233
1880,13.48
1881,13.395999999999999
1881,13.625
1881,14.355
1881,15.267
1881,15.999
1881,16.329
1881,16.783
1881,16.665
1881,15.982000000000001
1881,15.115
1881,14.019
1881,13.511
1882,13.632
1882,13.843
1882,14.339
1882,15.030999999999999
1882,15.816
1882,16.355999999999998
1882,16.634
1882,16.678
1882,16.108
1882,15.022
1882,14.033
1882,13.187000000000001
1883,13.106
1883,13.358
1883,14.235999999999999
1883,14.915999999999999
1883,15.825
1883,16.512
1883,16.664
1883,16.538
1883,15.956
1883,15.054
1883,13.943
1883,13.451
1884,13.279000000000002
1884,13.6
1884,13.914
1884,14.744000000000002
1884,15.558
1884,16.185000000000002
1884,16.434
1884,16.408
1884,15.826
1884,14.954
1884,13.827
1884,13.27
1885,12.889
1885,13.327
1885,14.020999999999999
1885,14.747
1885,15.565
1885,16.105
1885,16.601
1885,16.438
1885,15.907
1885,15.054
1885,14.057
1885,13.542
1886,13.001
1886,13.175999999999998
1886,13.888
1886,14.841
1886,15.837
1886,16.197000000000006
1886,16.622
1886,16.458000000000002
1886,15.831
1886,14.979000000000001
1886,13.877
1886,13.316
1887,12.62
1887,13.095999999999998
1887,13.946
1887,14.940999999999999
1887,15.651
1887,16.214000000000002
1887,16.63
1887,16.372
1887,15.916
1887,14.983
1887,14.037
1887,13.386
1888,13.132
1888,13.32
1888,13.972
1888,14.937999999999999
1888,15.73
1888,16.360000000000007
1888,16.686
1888,16.611
1888,15.995
1888,15.318
1888,14.259
1888,13.608
1889,13.417
1889,13.954
1889,14.446
1889,15.305
1889,15.915
1889,16.498
1889,16.796
1889,16.604
1889,15.913
1889,15.116
1889,13.996
1889,13.401
1890,13.068
1890,13.394
1890,13.890999999999998
1890,14.875
1890,15.624
1890,16.25
1890,16.528
1890,16.427
1890,15.842
1890,15.02
1890,13.803
1890,13.367
1891,13.037
1891,13.298
1891,14.190999999999999
1891,14.918
1891,15.844
1891,16.297
1891,16.62
1891,16.549
1891,16.07
1891,15.023
1891,13.92
1891,13.559000000000001
1892,13.264
1892,13.667000000000002
1892,13.979
1892,14.803999999999998
1892,15.655
1892,16.303
1892,16.476
1892,16.39
1892,15.998
1892,15.126
1892,13.732
1892,13.196
1893,12.702
1893,13.23
1893,14.110999999999999
1893,14.870999999999999
1893,15.662
1893,16.382
1893,16.788
1893,16.650000000000002
1893,15.932
1893,15.152000000000001
1893,14.079
1893,13.388
1894,13.039
1894,13.455
1894,14.08
1894,14.794
1894,15.656
1894,16.226000000000006
1894,16.687
1894,16.565
1894,15.927
1894,15.165
1894,14.036
1894,13.347
1895,13.084
1895,13.303
1895,13.989
1895,15.005
1895,15.703
1895,16.352
1895,16.715999999999998
1895,16.612000000000002
1895,15.981
1895,15.151
1895,14.219
1895,13.513
1896,13.366
1896,13.576
1896,14.047
1896,14.895
1896,15.817
1896,16.515
1896,16.866
1896,16.762
1896,16.143
1896,15.27
1896,14.187
1896,13.643
1897,13.312
1897,13.555
1897,14.152
1897,15.217
1897,16.02
1897,16.505000000000006
1897,16.783
1897,16.676000000000002
1897,16.067999999999998
1897,15.168
1897,14.047
1897,13.401
1898,13.395999999999999
1898,13.364
1898,13.749
1898,14.868
1898,15.621
1898,16.393
1898,16.627
1898,16.512
1898,15.914
1898,14.915
1898,13.933
1898,13.351
1899,13.306
1899,13.399000000000001
1899,14.003
1899,15.026
1899,15.836
1899,16.243000000000002
1899,16.689
1899,16.746000000000002
1899,16.178
1899,15.287
1899,14.455
1899,13.412
1900,13.142
1900,13.777000000000001
1900,14.4
1900,15.17
1900,15.955
1900,16.515
1900,16.785
1900,16.699
1900,16.124000000000002
1900,15.373
1900,14.189
1900,13.598
1901,13.29
1901,13.66
1901,14.383
1901,15.22
1901,15.936
1901,16.441000000000006
1901,16.718
1901,16.663
1901,16.000999999999998
1901,15.087
1901,14.101
1901,13.38
1902,13.302
1902,13.691
1902,14.1
1902,14.958
1902,15.719
1902,16.284000000000002
1902,16.69
1902,16.590999999999998
1902,16.032
1902,14.991
1902,13.902000000000001
1902,13.24
1903,13.275
1903,13.668
1903,14.05
1903,14.800999999999998
1903,15.645
1903,16.160999999999998
1903,16.496000000000002
1903,16.304000000000002
1903,15.771
1903,14.835
1903,13.828
1903,13.205
1904,12.957
1904,13.154000000000002
1904,13.859000000000002
1904,14.755
1904,15.573
1904,16.207
1904,16.525000000000002
1904,16.403000000000002
1904,15.768
1904,14.947000000000001
1904,14.144
1904,13.433
1905,13.205
1905,13.206
1905,14.035
1905,14.857
1905,15.788
1905,16.379
1905,16.651
1905,16.558
1905,16.004
1905,15.091
1905,14.232
1905,13.45
1906,13.25
1906,13.502
1906,14.245
1906,15.23
1906,15.769
1906,16.436
1906,16.662
1906,16.593
1906,15.95
1906,15.152000000000001
1906,14.054
1906,13.54
1907,13.107999999999999
1907,13.257
1907,14.15
1907,14.918
1907,15.602
1907,16.253
1907,16.596
1907,16.456
1907,15.902000000000001
1907,15.159
1907,13.872
1907,13.225
1908,13.16
1908,13.441
1908,13.783
1908,14.800999999999998
1908,15.757
1908,16.289
1908,16.618000000000002
1908,16.365000000000002
1908,15.93
1908,14.883
1908,13.842
1908,13.189
1909,12.839
1909,13.35
1909,13.852
1909,14.719
1909,15.6
1909,16.191000000000006
1909,16.437
1909,16.496000000000002
1909,15.849
1909,14.941
1909,13.993
1909,13.217
1910,13.139
1910,13.317
1910,13.872
1910,14.845
1910,15.712
1910,16.264000000000006
1910,16.543
1910,16.477
1910,15.875
1910,15.019
1910,13.75
1910,13.015999999999998
1911,12.908
1911,13.164000000000001
1911,13.752
1911,14.716
1911,15.497
1911,16.108
1911,16.430999999999994
1911,16.387
1911,15.799
1911,15.063
1911,14.062
1911,13.425
1912,13.249
1912,13.595
1912,13.995
1912,15.065
1912,15.813
1912,16.397000000000002
1912,16.509
1912,16.309
1912,15.685
1912,14.751
1912,13.928
1912,13.23
1913,13.065999999999999
1913,13.344000000000001
1913,13.953
1913,14.957
1913,15.679
1913,16.215999999999998
1913,16.552
1913,16.496000000000002
1913,15.867
1913,15.028
1913,14.123
1913,13.624
1914,13.545
1914,13.576
1914,14.103
1914,15.017999999999999
1914,15.857
1914,16.421000000000006
1914,16.653
1914,16.692
1914,16.075
1914,15.223
1914,14.155
1914,13.597
1915,13.32
1915,13.675
1915,14.32
1915,15.292
1915,16.067
1915,16.445
1915,16.817
1915,16.802
1915,16.102
1915,15.093
1915,14.254
1915,13.538
1916,13.294
1916,13.581
1916,14.120999999999999
1916,14.975
1916,15.779000000000002
1916,16.290000000000006
1916,16.599
1916,16.511
1916,15.927
1916,14.919
1916,13.814
1916,13.005999999999998
1917,12.84
1917,13.099
1917,13.800999999999998
1917,14.815
1917,15.537
1917,16.239
1917,16.706
1917,16.580000000000002
1917,16.058
1917,14.942
1917,14.002
1917,13.098
1918,13.129
1918,13.312000000000001
1918,14.034
1918,14.794
1918,15.733
1918,16.305999999999994
1918,16.596
1918,16.552
1918,16.074
1918,15.252
1918,14.297
1918,13.439
1919,13.309
1919,13.678
1919,14.22
1919,15.253
1919,15.847
1919,16.375
1919,16.582
1919,16.498
1919,16.025
1919,15.117
1919,13.914
1919,13.263
1920,13.257
1920,13.347000000000001
1920,14.25
1920,15.079
1920,15.855
1920,16.415000000000006
1920,16.692999999999998
1920,16.625999999999998
1920,16.117
1920,15.206
1920,14.159
1920,13.311
1921,13.439
1921,13.622
1921,14.128
1921,15.005
1921,15.826
1921,16.490000000000002
1921,16.783
1921,16.618000000000002
1921,16.166
1921,15.285
1921,14.236
1921,13.627
1922,13.177
1922,13.453
1922,14.245
1922,15.168
1922,15.778
1922,16.406000000000002
1922,16.745
1922,16.532
1922,15.981
1922,15.043
1922,14.117
1922,13.503
1923,13.24
1923,13.358
1923,14.049
1923,14.959
1923,15.724
1923,16.452
1923,16.628
1923,16.54
1923,15.992
1923,15.249
1923,14.404000000000002
1923,13.739
1924,13.302999999999999
1924,13.585
1924,14.325
1924,15.081
1924,15.918
1924,16.461000000000002
1924,16.724
1924,16.555999999999994
1924,16.003
1924,15.042
1924,14.132
1924,13.342
1925,13.157
1925,13.361
1925,14.155
1925,15.011
1925,15.855
1925,16.413
1925,16.740000000000002
1925,16.715999999999998
1925,16.14
1925,15.220999999999998
1925,14.418
1925,13.897
1926,13.739
1926,13.842
1926,14.536
1926,15.214
1926,15.932
1926,16.581
1926,16.766000000000002
1926,16.8
1926,16.222
1926,15.372
1926,14.351
1926,13.538
1927,13.323
1927,13.65
1927,14.084
1927,15.045
1927,15.873
1927,16.444000000000006
1927,16.812
1927,16.742
1927,16.224
1927,15.435
1927,14.342
1927,13.493
1928,13.637
1928,13.722000000000001
1928,14.229
1928,15.126
1928,15.88
1928,16.355
1928,16.796
1928,16.7
1928,16.066
1928,15.232000000000001
1928,14.276
1928,13.568
1929,13.137
1929,13.241
1929,14.079
1929,14.987
1929,15.716
1929,16.328000000000007
1929,16.59
1929,16.671
1929,16.092
1929,15.248
1929,14.313
1929,13.207
1930,13.26
1930,13.54
1930,14.325999999999999
1930,15.081
1930,15.911
1930,16.473000000000006
1930,16.854
1930,16.791
1930,16.25
1930,15.355
1930,14.505
1930,13.724
1931,13.529000000000002
1931,13.621
1931,14.347
1931,15.116
1931,15.872
1931,16.630000000000006
1931,16.967
1931,16.887
1931,16.294
1931,15.448
1931,14.317
1931,13.711
1932,13.687
1932,13.658
1932,14.252
1932,15.335
1932,16.018
1932,16.504
1932,16.846
1932,16.68
1932,16.262999999999998
1932,15.28
1932,14.175
1932,13.558
1933,13.26
1933,13.505999999999998
1933,14.130999999999998
1933,15.043
1933,15.823
1933,16.337
1933,16.704
